reception_prob,dpsi,dtlook,max_time_s,max_time_norm,avg_time_norm
0.8,120,15,52.77401215805648,3.518267477203765,3.3579804753141635
0.8,150,15,61.11421052632159,4.074280701754772,3.820704385964843
0.9,2,5,123.08461538454486,24.61692307690897,17.53333170608974
0.9,4,5,71.672641509402,14.3345283018804,10.0027744831674
0.9,6,5,53.88875000000601,10.777750000001202,7.656057434004066
0.9,10,5,32.35037878787679,6.4700757575753585,5.5256628787886255
0.9,20,5,27.592145593867055,5.518429118773411,4.334718962361498
0.9,30,5,22.04078947368193,4.4081578947363855,4.01707289113182
0.9,45,5,19.92504655493882,3.9850093109877642,3.8392951600176333
0.9,60,5,20.207446808512803,4.041489361702561,3.7890897463690463
0.9,90,5,20.172236842104677,4.034447368420936,3.8966627204510202
0.9,120,5,22.61215805471182,4.522431610942364,4.189026738726374
0.9,150,5,30.015394736842335,6.003078947368467,5.538520113275476
0.9,2,10,150.70925925919835,15.070925925919834,10.261682676277365
0.9,4,10,76.83679245283271,7.683679245283271,6.254673462135526
0.9,6,10,59.185443037959224,5.9185443037959224,5.005743863313211
0.9,10,10,46.07196969697075,4.607196969697075,4.197026515151498
0.9,20,10,37.25000000000002,3.7250000000000023,3.6491644437723734
0.9,30,10,36.493552631583135,3.6493552631583137,3.480088254328989
0.9,45,10,34.32927509293977,3.4329275092939766,3.383081636719895
0.9,60,10,34.41858877086695,3.4418588770866947,3.3567824816313943
0.9,90,10,34.68046052631199,3.468046052631199,3.373149454924222
0.9,120,10,37.970820668694756,3.797082066869476,3.589626327769298
0.9,150,10,46.585131578943724,4.658513157894372,4.275844167011951
0.9,2,15,150.6222222222405,10.0414814814827,7.47483143321477
0.9,4,15,99.54339622637205,6.63622641509147,5.1867272150015875
0.9,6,15,78.7607594937084,5.25071729958056,4.433297592904384
0.9,10,15,62.0272727272744,4.135151515151627,3.7375761254429247
0.9,20,15,51.97365384614423,3.4649102564096155,3.4160596153843796
0.9,30,15,50.212631578951694,3.347508771930113,3.2982456232445156
0.9,45,15,49.08159851300734,3.272106567533823,3.2259682543802644
0.9,60,15,49.23300455234664,3.282200303489776,3.2028841683154905
0.9,90,15,49.61563731931848,3.307709154621232,3.2294757273439476
0.9,120,15,51.539285714282514,3.4359523809521675,3.359379938440929
0.9,150,15,59.46855263157014,3.9645701754380096,3.7791337523596793
1.0,2,5,128.60961538471548,25.721923076943096,17.22921855489617
1.0,4,5,66.81886792456775,13.36377358491355,9.980866424378357
1.0,6,5,41.71645569616601,8.343291139233202,7.220908809473476
1.0,10,5,35.9613636363622,7.1922727272724405,5.7477083333348125
1.0,20,5,25.53942307692002,5.107884615384004,4.3004418639049815
1.0,30,5,22.065131578949085,4.413026315789817,4.006325995980139
1.0,45,5,20.501115241637287,4.100223048327457,3.845836657944146
1.0,60,5,19.56550151975731,3.913100303951462,3.788723662544702
1.0,90,5,20.482894736846873,4.096578947369375,3.85362318192825
1.0,120,5,22.403490136569793,4.4806980273139585,4.244286988436852
1.0,150,5,30.662500000006144,6.132500000001229,5.545679347976371
1.0,2,10,157.8653846153337,15.786538461533372,10.161362183971752
1.0,4,10,81.30849056606213,8.130849056606213,6.279455535350405
1.0,6,10,57.59746835439011,5.759746835439011,5.09646934335412
1.0,10,10,52.6700757575879,5.26700757575879,4.279376306713058
1.0,20,10,38.61999999999653,3.861999999999653,3.6622470571737926
1.0,30,10,35.06815789474351,3.506815789474351,3.469714779150165
1.0,45,10,34.30828677839761,3.4308286778397608,3.364645013430026
1.0,60,10,34.02443095599422,3.402443095599422,3.3369417297785398
1.0,90,10,35.105460526317806,3.5105460526317804,3.3934528861781965
1.0,120,10,37.54795144157709,3.754795144157709,3.5568257168685884
1.0,150,10,46.96223684210049,4.696223684210048,4.267156085094584
1.0,2,15,139.655555555681,9.310370370378733,7.5849779618833955
1.0,4,15,83.28962264149261,5.552641509432841,4.917728814221647
1.0,6,15,74.64624999996737,4.976416666664491,4.221041047307027
1.0,10,15,64.4106060606076,4.294040404040507,3.834193652850259
1.0,20,15,52.14961538461692,3.476641025641128,3.405000641025543
1.0,30,15,49.892236842105,3.326149122807,3.2802423879020766
1.0,45,15,48.94757914338684,3.263171942892456,3.205644436829532
1.0,60,15,49.09393019727106,3.2729286798180706,3.190628002422984
1.0,90,15,48.72664473684316,3.248442982456211,3.2031452420060873
1.0,120,15,51.94339908952838,3.4628932726352253,3.3516936506142048
1.0,150,15,61.38815789473734,4.092543859649156,3.812184210526369
