angles,ipr,los_count,distance_cpa
2,0.366,317,"[array([49.99218944, 50.10049862, 47.41307318, 50.10804133, 50.19037481,
       50.07348882, 48.48440362, 50.05180916, 49.94060611, 49.94606008,
       49.21710711, 50.38307259, 50.09228548, 50.08579684, 49.75869352,
       50.05962299, 50.19037489, 49.05073847, 49.8963496 , 50.18662672,
       49.18271915, 50.12653641, 49.25367586, 50.14669811, 49.75869298,
       49.8440463 , 50.48044572, 50.01722648, 49.94605954, 50.24107703,
       50.17033561, 49.47593088, 49.60584289, 50.06599343, 49.94605926,
       49.94605926, 49.26266053, 49.66652332, 49.91392035, 49.94178651,
       49.75719199, 49.81484721, 50.11276456, 50.14232056, 50.11562036,
       49.12815617, 49.98755565, 50.16578856, 49.75194843, 50.20138034,
       49.16144768, 50.15997237, 48.91451408, 49.70488579, 50.00259828,
       49.90448072, 49.94319806, 49.94605869, 50.19037522, 49.90564511,
       50.1903753 , 50.13242104, 49.75869077, 50.19035835, 49.57370372,
       49.68435185, 50.1903753 , 50.1903753 , 48.8612709 , 49.85996584,
       50.06180932, 49.30737959, 50.19037539, 50.35762696, 50.48044836,
       48.56806709, 49.94605811, 50.19037539, 49.97272296, 49.11861223,
       48.92132104, 50.14206061, 50.19037548, 50.15971945, 49.96487933,
       49.60583898, 49.75486869, 49.82441735, 50.47380348, 50.19037548,
       50.19037557, 48.75937962, 49.87166288, 50.02794432, 49.75868902,
       50.19037557, 49.94605751, 49.88886089, 50.19037557, 50.1394013 ]), array([49.94606008, 49.75869404, 49.96955712, 49.91044931, 50.18391315,
       49.63715609, 49.80666453, 49.83347729, 49.94606008, 49.12778229,
       50.05003404, 49.27687996, 49.4555236 , 49.94605981, 49.57060786,
       49.94243578, 50.19037489, 49.64304616, 50.1842873 , 49.1262426 ,
       49.60584364, 49.523401  , 50.04682225, 49.84653685, 49.94251986,
       49.91738926, 50.19037497, 49.92560212, 50.18436635, 50.06707735,
       50.08271928, 49.47963844, 49.75869244, 50.19037505, 49.93270402,
       49.91035203, 49.89467494, 49.65239922, 49.88844501, 49.3073843 ,
       49.75869189, 49.92017556, 50.19037514, 49.83038373, 49.94319746,
       49.67570763, 50.15862285, 49.94605898, 49.80563359, 50.19358022,
       49.91933576, 50.18430911, 49.30294921, 49.91048319, 50.08444092,
       49.18793474, 49.38218518, 50.1844019 , 50.18894779, 49.29364219,
       50.1903753 , 50.1843158 , 49.91040026, 49.60584058, 50.18385123,
       49.92017886, 49.7805176 , 50.16038004, 49.94527351, 49.7568844 ,
       49.94605811, 49.82685175, 50.18425723, 49.91050338, 49.90914863,
       49.69837766, 49.80166944, 50.09996422, 49.94605811, 49.53119379,
       49.38106867, 50.19037548, 50.19037548, 48.88045675, 49.64300632,
       50.13015043, 49.93954726, 49.89777774, 50.19003622, 49.94560638,
       49.91152051, 49.89556073, 49.91032497, 49.90982221, 49.60583816,
       50.01902956, 50.11259751, 50.19432449, 50.19037557, 50.18438581]), array([49.38187518, 49.8118016 , 50.1843153 , 49.80737033, 50.16000623,
       50.19037481, 50.10518225, 49.94606008, 49.910484  , 50.19439986,
       49.75869352, 49.94086104, 49.75849312, 49.38216513, 49.88486448,
       50.10364885, 49.4964632 , 49.61566265, 50.19439728, 49.94605981,
       49.22757357, 49.60584364, 49.64307129, 50.16425769, 50.18438961,
       50.19037497, 49.75869298, 49.94259881, 49.91048916, 49.40997081,
       49.78467884, 49.91270061, 49.13657528, 48.88047706, 49.75678634,
       49.91036293, 49.92018168, 50.19459351, 49.12795235, 49.60584289,
       49.91011139, 50.19037514, 49.64260513, 50.18439687, 49.91032991,
       50.1944001 , 49.85693812, 49.37967659, 49.89517197, 50.18184244,
       49.38178496, 49.11485983, 49.65239968, 49.01942281, 48.23849991,
       49.91023381, 49.75268072, 49.45551978, 50.19346146, 50.15817152,
       47.97233403, 50.18440792, 50.18438665, 49.75869077, 49.55028892,
       50.17232277, 50.18440192, 50.1903753 , 50.15113822, 49.75869077,
       50.19037539, 49.60583978, 49.15065125, 50.18435635, 49.76751785,
       49.41871616, 50.19037539, 50.18440366, 49.45551779, 49.7586902 ,
       49.89619296, 50.10964811, 50.14027903, 50.18440887, 50.19037548,
       50.14152579, 49.1614435 , 50.0485794 , 49.37341073, 50.18431406,
       49.75868902, 50.18431342, 49.00137499, 49.85859201, 50.19465846,
       49.94266737, 49.91046937, 49.9105163 , 49.58786589, 50.10479876]), array([50.19037481, 50.19037481, 49.89574897, 49.42266911, 49.39162673,
       49.91051054, 49.12795954, 49.7834031 , 49.94606008, 49.4909168 ,
       50.19037489, 50.19440059, 49.91049074, 50.18387555, 49.63326567,
       50.08230272, 49.87619467, 49.7982811 , 49.92184264, 49.64307443,
       50.13088093, 49.94312006, 49.94605954, 49.91051622, 48.68761614,
       50.07151739, 49.7867191 , 49.90735577, 49.38560252, 49.75869298,
       50.00785486, 49.7600504 , 49.45552172, 49.87992286, 50.04999544,
       50.1205544 , 50.15260315, 49.55019539, 49.11872072, 49.4776934 ,
       49.91048748, 49.75615095, 49.25480141, 49.64248261, 50.19037514,
       49.82317616, 49.45552076, 49.92016353, 50.19037513, 49.45735345,
       49.15626376, 50.19037522, 50.18439505, 49.94526258, 49.58033436,
       49.61330879, 49.6417723 , 49.90965217, 49.75869133, 49.75664066,
       50.1903753 , 49.94205503, 49.75651525, 50.18436225, 50.1903753 ,
       50.03334372, 49.94605841, 49.29783772, 49.55917599, 49.75869077,
       49.91044926, 49.94605811, 49.54301591, 49.13413442, 49.94605811,
       49.94605811, 50.18281425, 50.05318248, 49.3914774 , 50.18428526,
       50.19037548, 50.18435271, 49.89409637, 50.03492025, 50.19037548,
       48.87659184, 49.53555126, 50.19037548, 50.18431446, 49.95632702,
       50.18432596, 49.65239075, 50.07413952, 49.82387132, 50.18440505,
       50.15848682, 49.94605751, 50.18433506, 48.77857261, 49.9105133 ]), array([49.47712192, 49.58448095, 49.14911588, 50.19438795, 49.91006928,
       50.05592696, 49.6523806 , 49.27091445, 50.18431206, 49.54154889,
       50.11501777, 50.03958344, 49.94605981, 50.11943996, 50.11771873,
       49.94605981, 49.94605981, 49.77637619, 49.94605981, 48.87985713,
       49.75869298, 49.94083045, 49.05010949, 49.39103647, 49.55404475,
       49.60584364, 49.26783702, 50.18431446, 50.04306238, 50.06016194,
       48.63904614, 49.3821828 , 50.19037505, 49.91047514, 50.18440514,
       50.19037505, 50.18431053, 49.35264671, 49.65269757, 49.65384325,
       49.91050002, 49.65238419, 50.19037514, 50.18436966, 49.91049703,
       50.0842054 , 49.64297963, 49.06897379, 49.94605898, 49.91791802,
       48.88873736, 50.16728231, 49.91046378, 49.9105026 , 50.18429524,
       50.19462562, 49.94115676, 50.18416482, 49.78941426, 49.9103281 ,
       49.45551879, 49.37962314, 50.18438696, 49.11492296, 49.91051086,
       49.53581582, 49.64305469, 50.16357598, 49.94355721, 50.18439889,
       49.77924381, 49.45551779, 50.17835314, 49.94245935, 50.11446473,
       49.90938559, 50.18439112, 49.7586902 , 50.04163488, 49.32534006,
       49.81232041, 49.38217271, 50.0386658 , 49.75868961, 49.38217544,
       50.18440861, 49.29663677, 49.0372529 , 49.29330074, 49.99892527,
       50.18430447, 49.88459298, 49.56803539, 49.75868902, 49.64277846,
       49.94605751, 49.64299158, 50.18068868, 50.17374381, 50.19037557])]"
30,0.51,245,"[array([50.50527423, 46.60887726, 51.73497609, 50.78142634, 51.73936345,
       48.41069071, 50.73360894, 46.60887726, 46.92738978, 50.71691635,
       46.60772693, 48.44320238, 48.0150305 , 50.69207499, 48.43710014,
       46.60887684, 50.65985516, 52.06907283, 48.44320238, 50.80532494,
       46.60887642, 48.38785478, 49.65065176, 48.42824125, 49.08166471,
       50.5633068 , 47.28687677, 50.80527538, 51.61833282, 50.59327022,
       45.54892141, 50.82863348, 50.87293299, 47.05064548, 48.31162453,
       50.88488891, 45.03035359, 50.7336303 , 48.44189649, 50.82288333,
       51.76343147, 51.66395244, 51.37342375, 50.67368899, 51.67569117,
       51.57910791, 50.80253294, 51.37524244, 48.9339119 , 50.47612319,
       50.76001721, 50.76435448, 47.56002496, 52.27722907, 45.65554372,
       48.39511364, 50.79241913, 48.70328987, 50.73081486, 50.71836362,
       48.97784454, 49.80013337, 50.92825693, 52.05815922, 48.43323298,
       46.9076675 , 51.45193361, 50.82593821, 45.65597372, 48.80180777,
       48.43921129, 47.53835992, 50.59150207, 48.71898104, 48.43181281,
       49.12955312, 51.02994127, 46.97827281, 51.89145033, 47.56598005,
       48.63966943, 50.86988329, 48.42221162, 50.55398397, 50.39234054,
       45.65577929, 50.7450843 , 51.67926523, 48.66429784, 50.78448078,
       48.42435612, 48.42271615, 50.58776829, 50.81835254, 45.65602512,
       50.09949863, 46.60887331, 51.35133333, 48.42049128, 49.91631086]), array([45.06285982, 47.49657079, 48.55429567, 51.0969621 , 49.20423846,
       49.20818686, 48.46647719, 51.8115109 , 46.63107466, 52.52125158,
       49.27599992, 48.91574754, 50.79413288, 50.98436567, 48.46112085,
       48.45302834, 49.14309467, 51.14564166, 47.72406014, 50.43358288,
       50.99406971, 52.15864592, 48.46112055, 45.49749981, 51.64487549,
       47.00047049, 48.59776101, 47.16345143, 50.79458284, 48.42226611,
       50.88213531, 52.11017134, 48.90696298, 50.77650274, 47.65893475,
       50.80629606, 50.52305534, 47.02275802, 50.80344346, 49.33119477,
       48.35246411, 50.77901445, 50.56759484, 46.74809744, 50.6888696 ,
       51.57726483, 50.75651077, 46.63107298, 47.58912583, 47.50762094,
       51.62014311, 47.48969812, 50.8061577 , 45.66337316, 48.46111962,
       51.88087023, 50.94122446, 50.86905736, 48.41265348, 51.92046858,
       51.75224868, 48.45329952, 51.04845536, 50.73653411, 51.67514661,
       46.6310721 , 51.7047271 , 51.40098456, 50.59605735, 48.44564331,
       47.44154935, 50.92804808, 50.6866142 , 50.46686722, 47.04362432,
       51.55203564, 50.96317319, 47.21792239, 45.0628574 , 46.98000633,
       46.62951879, 47.51429952, 49.14373294, 50.84105579, 48.46111866,
       48.4607228 , 49.40698923, 51.66262632, 51.53998409, 50.74984082,
       50.74393828, 51.07958238, 48.79590305, 50.88274287, 47.69539231,
       49.75281312, 46.86241351, 51.13630362, 50.79202722, 48.46111833]), array([50.87131919, 46.65384332, 51.92652967, 47.5651444 , 50.87498368,
       48.47117615, 48.42884693, 49.03487089, 48.44768509, 46.65119027,
       48.92677259, 45.5765161 , 51.75713375, 51.79510915, 52.35395055,
       48.88090038, 50.8465296 , 50.88572581, 51.08051526, 48.44428844,
       48.48093971, 51.45232835, 47.69379475, 48.48058875, 46.6538425 ,
       49.61869107, 49.63818843, 50.79550325, 50.86199581, 50.08554858,
       50.82736484, 50.88131313, 48.48093941, 48.48093941, 48.44644259,
       45.57651526, 50.85570803, 49.41683228, 50.17205051, 51.07630505,
       50.80719871, 50.681049  , 48.48093911, 47.45057759, 48.45508643,
       50.83106306, 47.61030443, 45.6639374 , 48.4277043 , 47.81885319,
       51.70644088, 47.22683177, 50.93758583, 47.07211943, 49.58505882,
       48.43738532, 50.81273988, 46.65384121, 47.02933527, 45.06634339,
       48.47190915, 51.06572333, 50.88719264, 50.8009544 , 46.65384077,
       51.61932046, 51.54621054, 48.46777061, 50.58973489, 50.89526791,
       47.67471602, 48.4801443 , 50.81752251, 52.40780429, 49.46270048,
       50.6937981 , 50.64142391, 51.50140661, 45.03623725, 47.50904483,
       48.4664896 , 47.68209493, 50.84061681, 48.27987729, 50.93737015,
       50.61923355, 52.12400975, 48.47501842, 51.45577141, 47.44360659,
       50.84341568, 45.48611536, 50.8931982 , 51.74698984, 50.7610213 ,
       51.01232056, 47.54710648, 49.02909725, 50.81094994, 45.57651259]), array([50.80058228, 46.67726906, 46.37911737, 52.07804547, 48.76045827,
       50.77911834, 49.30921276, 52.16862534, 51.84914235, 50.85757572,
       49.75053165, 47.02499871, 48.38335244, 48.50150257, 45.07001519,
       51.62628876, 45.66467683, 48.45421548, 46.67285891, 50.93361736,
       48.50150227, 50.9304827 , 48.49283761, 46.67726823, 50.64395532,
       51.01735591, 51.44571662, 47.8662947 , 49.70037242, 51.23014769,
       50.8775616 , 51.68174592, 46.67726781, 47.64398447, 51.06572611,
       51.62560993, 50.88256929, 48.47786485, 47.68937826, 50.85851742,
       51.01932819, 48.86178165, 49.06179369, 50.75247249, 49.37503206,
       51.15342235, 46.67289692, 46.67726738, 47.611363  , 51.77537486,
       50.95423468, 50.69665995, 48.48301445, 50.90085951, 50.90243793,
       45.66467514, 50.67870592, 50.64761579, 50.88512068, 45.64873162,
       45.59012466, 48.49400051, 50.93683854, 45.66203599, 48.44993021,
       51.10079864, 50.86851688, 45.49747537, 50.85689155, 47.64626339,
       48.83666975, 51.21305646, 48.84020663, 50.80917769, 50.76220937,
       51.65565846, 49.21470119, 51.66482162, 48.31948229, 51.01237711,
       50.95654655, 49.04913642, 46.37777473, 50.73008768, 46.67537817,
       52.18823261, 50.98022994, 48.02139795, 51.77969752, 46.66580597,
       50.95664931, 48.46300108, 50.95116342, 50.87118929, 51.81656252,
       48.47335752, 46.61633501, 50.39763411, 48.92981174, 50.56831453]), array([45.07393986, 50.55501891, 46.69653232, 48.50632433, 46.7013625 ,
       49.41872295, 51.89613165, 48.52030694, 47.69896055, 48.4045193 ,
       51.94646885, 50.40053044, 48.52259283, 50.14237047, 47.58277699,
       47.64204397, 52.10878515, 50.66500758, 49.96886241, 51.01930879,
       51.13582888, 50.97044948, 49.39429146, 47.55810385, 45.50869618,
       50.99053733, 51.01704421, 48.51062812, 48.52281428, 48.48848336,
       47.52692081, 51.00959557, 51.12086458, 49.77258643, 49.66025543,
       50.97107309, 50.92588309, 51.73020613, 48.76230929, 50.9535034 ,
       51.71614748, 48.47523148, 46.70136082, 48.50968794, 52.15082713,
       51.82990575, 46.39646508, 51.14987354, 50.92544875, 50.9343719 ,
       50.83932902, 50.81768356, 48.49916222, 50.96944437, 51.78535243,
       50.70693199, 50.95675701, 51.72328488, 51.12752761, 49.00837743,
       51.93317211, 50.9861177 , 50.6537491 , 51.08470563, 46.70135995,
       52.44742792, 52.02219585, 48.52281306, 50.93415779, 50.99151521,
       50.63414315, 46.40232205, 50.92128156, 50.63900521, 51.0772555 ,
       51.6603307 , 48.49669707, 46.69216771, 47.29920715, 48.52119887,
       48.17907423, 48.50471999, 50.96045451, 47.66950691, 51.86892355,
       50.415581  , 51.09439449, 51.74584289, 47.66071226, 50.65217324,
       50.67675142, 50.98409978, 46.70135859, 51.15748263, 45.60417502,
       46.6972378 , 47.56788547, 50.89109744, 51.04670092, 51.75654855])]"
