angles,ipr,los_count,distance_cpa
20,0.85,75,"[array([49.24188671, 49.18286411, 48.73193413, 49.09367458, 47.81221855,
       48.03293414, 46.60955094, 48.65309873]), array([49.1798083 , 49.77150496, 48.36543559, 48.66668969, 47.95480481,
       49.05028113, 48.47476012, 49.63516556, 48.6326286 , 49.50825185,
       49.34031365, 49.86052055, 48.60248123, 48.76015291, 49.59168233,
       48.99615096]), array([49.31673505, 47.93015777, 48.89154696, 49.08917039, 44.08817003,
       48.6711506 , 49.23191474, 48.9883259 , 49.38608681, 48.44811682,
       49.54022362, 49.57856583, 46.88532991, 49.75250217, 48.98619032]), array([47.28065742, 49.58522452, 49.58771878, 49.91630589, 49.13820494,
       49.06480131, 49.0461785 , 48.99843583, 49.56483969, 49.98853908,
       48.47331607, 48.94476498, 48.47318963, 47.96877017, 47.87490827,
       48.44446178]), array([47.95240653, 49.67944716, 48.62535278, 49.22660418, 48.5174826 ,
       49.48488415, 49.73171125, 49.62935756, 49.70055842, 47.5328976 ,
       47.68820394, 49.83191196, 48.75532428, 48.4796508 , 49.67434956,
       49.06526413, 49.45551134, 47.87215102, 47.54524968, 48.23410193])]"
22,0.806,97,"[array([49.97072567, 49.18957586, 49.02583893, 47.45009643, 49.55583279,
       48.59097242, 47.50346225, 49.35918132, 49.62816448, 48.07550981,
       49.07297283, 48.63099466, 49.63737823, 49.79053809, 48.63327883,
       48.20525058, 49.45431662, 49.90778553, 49.98605444, 49.85741169,
       49.46940895, 49.48481438, 49.55971994, 49.468815  , 49.90158085]), array([47.68566037, 49.86116072, 49.32789696, 47.33444396, 49.2325365 ,
       44.08801868, 48.95053187, 49.78481485, 47.15499154, 46.3680471 ,
       48.88614142, 48.16335754, 49.84437394, 49.92722319, 49.03498023]), array([48.85624217, 49.9637189 , 49.98285209, 48.36842734, 49.72378034,
       48.8403618 , 48.84795558, 49.292267  , 49.84309664, 48.61350349,
       47.60150484, 49.0950082 , 49.64453037, 48.24200473]), array([49.35482404, 49.46935523, 49.34575339, 48.91754435, 49.54748483,
       49.92449698, 49.13443842, 48.55857886, 49.03873638, 49.7714796 ,
       49.88651192, 48.81231072, 49.23202709, 49.78806647, 48.07380012,
       48.31517698, 46.43528373, 49.01431685, 48.17234127, 47.03527185,
       49.13055345, 49.20836435, 49.23150459, 49.49711566, 48.34040298,
       49.7252574 , 49.79891595, 48.17334087]), array([49.6195665 , 49.27438541, 48.05352563, 49.76485702, 49.97098718,
       48.01652477, 49.2442213 , 49.92730927, 47.48814229, 48.52184199,
       49.54478024, 49.7706797 , 49.38316373, 48.09549945, 49.44882126])]"
24,0.834,83,"[array([48.3783163 , 49.9469122 , 48.70223021, 49.03420175, 48.61888665,
       48.98812581, 49.6087278 , 49.23629834, 49.02976557, 49.93075918,
       49.74129557, 49.66440452, 49.06918041, 49.05873587, 49.01384039,
       49.15540604, 49.57982827, 49.21536381, 48.51888636, 49.93109619,
       49.33968611, 49.3143992 ]), array([46.95965148, 49.65161173, 49.59225618, 49.95167102, 49.09702964,
       49.46897936, 49.74189959, 49.71353835, 48.23975996, 49.75353218,
       49.88944752, 48.55786753, 49.74392569, 49.82461733]), array([49.84182976, 48.79388304, 47.85812871, 49.65060027, 49.24282873,
       48.89954273, 48.16193236, 48.66315242, 47.20678209, 48.19005354,
       49.48258541, 48.78029501, 48.89425886, 48.96963841, 48.89848251,
       49.57354666, 49.23241058, 49.45119609]), array([49.31509264, 48.23026139, 47.64648371, 47.58303323, 48.65149891,
       48.34122608, 49.10894004, 49.53780766, 48.36529574, 49.41475768,
       47.89516383, 49.81811964, 49.91088024]), array([49.26776129, 49.88702828, 49.36408105, 47.98892335, 49.49473802,
       48.6580612 , 49.88073848, 47.61999285, 49.23159544, 49.91130058,
       48.42783825, 48.31898767, 49.07227798, 48.84811755, 48.17004836,
       48.144573  ])]"
26,0.784,108,"[array([48.92801642, 47.61727453, 46.67680188, 47.88804758, 49.23812038,
       49.90175524, 48.59375614, 49.15360081, 49.15540865, 48.39464156,
       47.08834564, 49.88588036, 49.51321743, 48.56197196, 49.57859735,
       48.32410619, 48.32236756, 49.75275887, 47.20594521, 49.1572626 ,
       48.4124166 ]), array([48.31854909, 47.4026178 , 48.22950843, 47.34283976, 48.94342279,
       49.49681617, 49.23165145, 49.55523361, 49.07794674, 49.58233072,
       46.53199789, 49.9288449 , 49.39399059, 49.32890556, 47.02932913,
       49.1836099 , 48.04286264, 47.90260547, 49.90332975]), array([49.66244055, 49.31747655, 48.4481279 , 48.76731409, 48.78791333,
       47.71656132, 46.27514812, 48.75632161, 49.37388101, 48.50212339,
       48.1310294 , 49.30709724, 46.25833893, 48.74445897, 49.67267484]), array([47.48897068, 48.61817259, 49.09643573, 49.14011913, 46.57607155,
       49.57150816, 48.13281275, 47.77758203, 48.26330921, 49.38248733,
       48.99519433, 49.83646476, 49.25775317, 49.45804433, 48.28444744,
       49.43055487, 49.10949451, 49.59362338, 49.64514516, 48.95382254,
       49.6706545 , 48.24504066, 49.3960605 , 48.35270077, 49.4501071 ,
       49.89758994, 48.90110107]), array([49.64791518, 49.44937345, 48.73767425, 49.76110756, 48.98769953,
       47.46066122, 49.41355486, 47.26837905, 49.39567808, 48.73331823,
       47.43646607, 48.92164367, 47.47911799, 47.90019384, 48.93483026,
       49.80273299, 48.10349294, 48.63787234, 49.1752271 , 48.95187772,
       49.20474404, 48.75557291, 49.58478824, 48.90418228, 48.53108678,
       49.29993278])]"
28,0.752,124,"[array([49.99162009, 49.13248833, 49.98882627, 49.07813498, 49.38174811,
       48.78545812, 48.31750261, 49.6819049 , 49.07387471, 48.59907107,
       48.35280186, 48.62677937, 48.14671611, 48.76150899, 47.94458506,
       49.69452851, 48.33864582, 48.33495976, 47.93008454, 48.8748221 ,
       47.99517744, 49.46339289, 48.28438462, 49.70892298, 49.15751849,
       49.69969624, 48.69355365, 49.26665439, 48.09591475, 49.51111472,
       49.16361042]), array([49.91094759, 47.7059238 , 48.6850384 , 49.82296552, 47.83531787,
       49.59574516, 48.48639203, 49.8881574 , 48.80383332, 49.173087  ,
       48.96341083, 49.25673638, 49.48294425, 48.69165142, 48.06517838,
       49.91569638, 48.20055444, 48.88183845, 43.35210514, 49.8526261 ,
       48.26099267, 48.99351562, 49.28149687, 48.97014666]), array([49.32540867, 47.7873113 , 49.7216794 , 48.37178298, 47.33189229,
       46.53739587, 49.39559569, 48.50352797, 49.0083649 , 48.93556542,
       46.97749672, 48.13189327, 49.84486525, 49.75217594, 48.88054632,
       49.33930373, 49.46177376, 47.40662263, 49.90917587, 49.18432291,
       49.16163271]), array([48.66270984, 49.87811448, 49.52045131, 49.68081945, 46.84975044,
       48.99257846, 47.20876352, 46.69286482, 49.15923569, 47.03039325,
       49.69618701, 47.4042747 , 49.5316719 , 49.35639081, 49.86976747,
       45.39248067, 47.04728877, 48.18191073, 49.59447506, 47.46706065,
       48.73705953, 49.72972277]), array([48.87044404, 48.63749508, 48.13843876, 47.01307951, 47.71712605,
       49.46839241, 49.3594596 , 49.76576236, 47.08688972, 47.76688552,
       49.54611484, 49.25268653, 49.54007262, 48.86916177, 48.8261288 ,
       49.22661703, 49.92226237, 47.87984113, 49.66429925, 48.24111464,
       48.22916376, 49.83189409, 49.28044958, 49.74448217, 49.96392087,
       49.81720838])]"
30,0.75,125,"[array([46.75697648, 48.54790492, 49.27880152, 47.64867334, 48.76862864,
       49.27838207, 47.54834448, 47.87517566, 49.34289614, 49.76311987,
       49.85467455, 49.31680341, 48.65524004, 47.48868004, 49.16976765,
       49.83671522, 49.98415406, 48.77305178, 49.44989428, 46.57028355,
       49.85432157, 49.4203247 , 49.64453221, 48.71939318, 46.05361218,
       47.93339658, 48.06240916, 48.37268402]), array([48.41292608, 49.33819628, 47.97306731, 48.64918945, 48.80712302,
       48.70048922, 48.22126766, 49.90713322, 48.91602896, 49.61298744,
       48.65628021, 49.53965382, 49.84060299, 46.61205589, 49.45364174,
       49.01410386, 49.4671554 , 49.15708257, 46.44048766, 48.74154016,
       49.47404105, 49.33851797, 49.02482391, 49.45186819, 48.4946386 ]), array([48.18323118, 49.2539295 , 49.31335381, 47.52490771, 48.91806268,
       48.12904774, 49.47252886, 48.69690419, 49.6457702 , 49.46128524,
       49.02627377, 48.45964557, 49.0387461 , 49.6848244 , 49.2330309 ,
       49.25690741, 49.0849236 , 49.58714917, 49.93929291, 49.60453682,
       48.97408513, 49.26287556]), array([49.8137556 , 49.91204389, 48.99541281, 47.75432998, 49.92875101,
       48.22223392, 49.94894335, 49.74521779, 49.29505076, 49.36606573,
       49.80609767, 49.58664421, 49.27105158, 49.48564925, 49.81324251]), array([47.47503035, 47.54726293, 48.60486999, 49.98607226, 49.87643413,
       48.04254206, 47.7222946 , 46.43364453, 48.12150375, 48.36227821,
       49.58781545, 49.47944453, 48.9226386 , 49.9981189 , 48.57735956,
       48.67785514, 49.7611607 , 48.64015186, 49.70834459, 48.142818  ,
       48.44572754, 47.03358003, 49.31410992, 48.89895023, 47.99587803,
       47.39003072, 49.63468086, 47.31783531, 49.22430342, 48.17986939,
       48.72508153, 47.30402676, 49.94421432, 48.63484132, 49.11703444])]"
32,0.74,130,"[array([49.96103528, 46.63952717, 49.63629078, 49.4174206 , 49.11447315,
       47.96081848, 48.45929421, 48.72582234, 49.78227434, 49.54121946,
       49.99724134, 48.85431279, 45.64717993, 48.12384666, 47.65538645,
       48.4274244 , 48.87361023, 49.49075773, 49.25562562, 47.73811753,
       49.92748515, 49.82516539, 49.95459631]), array([49.93892298, 49.54916286, 49.91306716, 49.52840244, 49.32822587,
       49.74482157, 47.87229497, 49.64429883, 49.04543542, 49.93426077,
       49.44179379, 48.21141293, 49.59133315, 49.45237548, 48.95300874,
       49.80262455, 49.89322094, 48.56587125, 49.16847545, 49.17146257,
       48.73282286, 49.12475944, 49.68097747, 47.72930501, 49.16231948,
       49.72227504, 49.56790655, 47.2355636 , 49.44052176, 45.77020909]), array([49.42486035, 48.85950453, 49.41072522, 47.41341567, 48.5663673 ,
       49.23029178, 48.8763051 , 49.87326834, 49.53563707, 49.29102771,
       48.57685524, 49.55902135, 49.28407593, 46.76036293, 49.04644709,
       47.73095318, 49.5697801 , 48.0261818 , 49.61634061, 48.44486547,
       49.5722063 , 48.88197334, 49.83219679, 49.43191046, 48.35276794,
       49.76004366, 48.30010129, 48.31934425]), array([49.2855992 , 49.63407468, 48.63622344, 46.55958878, 49.74241552,
       49.21699187, 49.23142441, 48.51667018, 48.61991984, 48.11588979,
       48.06443175, 49.02402458, 49.16884381, 49.26033593, 49.77889687,
       49.17252079, 49.1069099 , 48.82170829, 49.82346624, 47.93725417,
       46.89308375, 49.42314542, 49.59628585]), array([49.61687447, 49.22114726, 49.90563618, 49.63563346, 48.4157376 ,
       49.81790591, 49.78899106, 49.45368819, 49.55670368, 48.83789144,
       48.45597244, 48.33600336, 48.44786588, 47.89545961, 47.68096513,
       48.99158817, 48.31405721, 49.32705915, 49.64453324, 49.12999935,
       49.73128748, 48.08998899, 49.3137807 , 48.31937834, 49.51493487,
       48.15064315])]"
34,0.706,147,"[array([48.37156778, 49.60400558, 49.29490748, 47.5820498 , 49.83777804,
       46.99895128, 49.19187014, 48.1928582 , 48.16334718, 48.81419253,
       47.74926162, 48.90033898, 49.76942941, 47.52006962, 48.27135384,
       48.44646272, 49.77494063, 49.60482075, 49.45373313, 49.90104611,
       48.66138653, 47.8556923 , 48.97110016, 49.14384689, 48.64206103]), array([48.23428405, 47.20572721, 49.86792089, 48.71041958, 48.20195637,
       48.03399302, 44.21752851, 48.70365187, 48.3785919 , 48.62230132,
       49.53186851, 48.92112011, 49.77128094, 49.89983117, 49.78200296,
       49.74315597, 49.55608342, 48.5755047 , 47.27832456, 48.60202347,
       49.80792364, 49.86437002, 48.57633045, 48.16537284, 49.95347493]), array([49.89053524, 47.49714681, 49.58885732, 49.63562391, 49.21580982,
       48.06696241, 49.65758624, 49.11851648, 48.06379222, 49.90765491,
       48.75050283, 48.57251405, 49.73254253, 47.92628321, 48.90457095,
       49.78978973, 49.73992133, 49.62246922, 49.11485195, 49.25784017,
       48.72114166, 49.04597559, 48.9436179 , 49.56887967, 48.86554718,
       49.53921878, 49.5674939 , 48.3931821 , 49.77296741, 49.31667325,
       49.35388841, 47.84116104]), array([47.90056778, 49.83588032, 47.36703599, 48.96637207, 48.41452688,
       49.94807191, 47.15175448, 48.9873232 , 47.95423905, 48.53237049,
       48.8700769 , 49.49294279, 49.84555312, 49.55617999, 49.5226902 ,
       49.87718709, 49.59224798, 46.54431473, 48.19416302, 48.20886976,
       49.34257483, 49.91752094, 49.45137955, 48.7912809 , 46.39318349,
       48.40348552, 49.48625624, 49.49716114, 48.3198098 , 47.05915338,
       49.88108451, 49.45530386, 49.7835787 , 48.58413716]), array([49.61403982, 49.86732716, 49.28405582, 49.77495796, 49.14857071,
       48.61128112, 48.61520575, 49.35861185, 48.95400022, 49.45071237,
       48.69334733, 47.31452355, 48.88854897, 47.73708291, 49.71459184,
       49.7423077 , 47.853794  , 49.4594632 , 48.23544522, 49.45212834,
       49.45624599, 49.81425915, 45.03739318, 49.68021395, 48.60740004,
       48.88049472, 49.07558755, 48.15409277, 42.6715009 , 49.99508978,
       49.55264772])]"
36,0.688,156,"[array([49.72723962, 49.76404698, 49.22142222, 49.9763331 , 49.86912851,
       48.1116544 , 48.36020825, 49.48866714, 49.06776102, 48.85131008,
       48.61276535, 48.13872224, 48.80939724, 49.82726006, 48.36959423,
       45.36701437, 49.49503181, 49.51324618, 49.16531092, 46.7252776 ,
       49.35484645, 48.78694541, 49.26790758, 48.73524171, 48.69358626,
       48.94472355, 48.58254513, 48.15676736, 49.65907651]), array([49.23866849, 49.75646511, 49.74175893, 48.42192662, 48.36993897,
       49.06060096, 49.94837348, 49.76600911, 49.27070593, 49.59669794,
       48.92729415, 48.03311263, 47.08112663, 49.6801566 , 49.73820936,
       48.69771353, 49.628685  , 47.66585003, 48.64777744, 48.3079015 ,
       49.21059833, 49.12072524, 48.74114806, 49.41217444, 49.23862942]), array([49.44792416, 45.81395966, 48.91576022, 49.93042657, 49.3292454 ,
       48.76689298, 49.88194821, 49.31594475, 49.2284567 , 49.86694628,
       48.63439955, 48.0470744 , 48.87462992, 48.83552921, 49.86757656,
       49.95206509, 46.20591011, 49.50519069, 48.19665891, 49.08688509,
       48.18202   , 49.10162878, 48.99504298, 49.5823258 , 49.4594253 ,
       49.32449673, 49.71662477, 48.83309075, 49.5078544 , 49.08201924,
       48.37918586, 46.31847333, 49.74392584, 49.15196086, 49.24368746]), array([49.21275534, 47.78977518, 48.5690736 , 49.4702524 , 49.53682343,
       48.76228259, 46.58416566, 49.69892767, 49.54996202, 48.81424301,
       48.49840723, 47.25264993, 49.49345078, 49.98445829, 47.13552821,
       47.53206377, 49.3118969 , 48.28841183, 48.86346185, 48.14949154,
       49.06333152, 49.84063436, 49.02313331, 47.9594088 , 49.16026355,
       48.69355495]), array([49.49949005, 48.71763947, 48.63006876, 49.6291774 , 49.80363233,
       48.73893797, 49.58303006, 49.9496522 , 49.82515539, 48.80611581,
       49.6101017 , 49.51080857, 49.26376421, 49.06276803, 48.90403243,
       47.84344279, 49.90948651, 48.93872896, 47.39456093, 48.35994776,
       49.68543951, 46.81781213, 49.50928327, 49.44925429, 49.82769489,
       49.55647729, 48.56453941, 48.5148663 , 47.58215947, 49.68772613,
       48.31465415, 49.95582374, 49.26742051, 48.95882788, 47.11820539,
       49.69070557, 49.42558177, 49.67819245, 49.31139255, 49.56662892,
       49.65279631])]"
38,0.632,184,"[array([49.28234611, 48.90799449, 49.46197864, 49.00275843, 49.20116169,
       48.51163549, 49.2310487 , 49.0820896 , 48.78480407, 49.73267736,
       47.80486581, 49.39987757, 49.24479741, 49.62667906, 49.22805175,
       49.90580997, 48.88653596, 49.77323944, 49.90919768, 49.65681219,
       49.33111181, 48.32163157, 32.89240734, 49.64597637, 49.966974  ,
       49.5174269 , 48.86639804, 49.5946725 , 49.99366381, 49.5622562 ,
       48.6293212 , 48.71224075, 49.18291392, 49.900869  , 47.70455767,
       48.53395682, 48.88562497, 49.26958468, 48.94587794]), array([48.79718894, 47.68312568, 49.63520719, 49.71822112, 49.12735527,
       49.57258591, 49.55298064, 48.56245665, 48.88359402, 49.41504849,
       49.08225704, 49.61540075, 48.09084235, 49.59142598, 49.16374731,
       48.84984076, 48.86579408, 48.96224312, 49.65467713, 48.66700545,
       47.2664763 , 48.61389095, 49.72145512, 49.03150037, 48.67960196,
       47.6845515 , 49.29776954, 49.47292802, 46.98230528, 49.43836791,
       49.56873522, 45.36467177, 49.8133068 , 47.82013671, 47.91904337,
       49.19955181]), array([49.73001829, 48.77969449, 43.677259  , 49.28198344, 49.34599355,
       48.30655558, 48.02857227, 47.05859821, 49.5318132 , 49.42691927,
       49.90310669, 49.28335304, 48.69544799, 49.24106405, 44.28665017,
       49.70615095, 49.38388254, 48.03039742, 48.77476809, 48.54663839,
       48.99413852, 48.34046131, 49.27048712, 49.91253693, 49.46831312,
       49.21812536, 49.82403823, 49.91056248, 49.49228906, 48.18066555,
       48.29753396, 49.01693274, 48.87695004, 49.40111518, 49.57367259,
       49.13185676]), array([49.71341648, 48.57744463, 49.36025312, 49.60848932, 49.81358366,
       48.25151323, 49.74632198, 49.25675848, 47.33344292, 49.2354492 ,
       49.18475367, 48.63984401, 47.78475424, 49.92718074, 49.17068915,
       48.70225846, 47.95192711, 49.86336973, 49.03688667, 48.85562271,
       48.93866112, 48.4761503 , 49.04178694, 49.45607603, 48.48718519,
       48.3597698 , 49.3031018 , 49.01236564, 49.2397483 , 49.81534316,
       48.71110987, 49.15141134, 48.24989756, 46.93684537, 49.63524482,
       48.7418348 , 49.71678339, 49.87038307, 48.54820291]), array([49.01658005, 48.9773788 , 49.32446105, 48.60146842, 49.11386135,
       49.33520026, 49.20093895, 49.46265927, 49.8325766 , 48.40423569,
       49.55408574, 48.77350549, 49.83125113, 49.67659979, 49.42516858,
       49.42193582, 49.56942695, 49.15104066, 48.01927544, 48.67590299,
       48.61221465, 49.19465284, 49.97851165, 49.04825429, 48.822615  ,
       49.15752094, 49.97044551, 49.67837248, 48.20726111, 47.85349681,
       47.4595771 , 47.28961518, 49.62650772, 49.22661124])]"
