angles,ipr,los_count,distance_cpa
20,0.942,29,"[array([45.01401227, 46.53034578, 40.31904779, 48.39784305, 41.79917429,
       22.25501188]), array([42.04105987, 47.50026926, 49.55087238, 48.33305998, 38.7799684 ,
       42.77086131, 42.77272947, 32.36695232, 10.4018334 , 40.78578057,
       49.13532185]), array([42.03888876, 49.72538956, 48.12174296, 26.92071969]), array([44.4861381 , 47.53812365]), array([46.26531893, 48.08548024, 46.76048608, 45.77811754, 46.82351204,
       49.89346913])]"
22,0.958,21,"[array([49.22081074, 46.467435  , 48.82601577, 47.80433861]), array([45.39315034, 26.30176228, 45.42512736, 43.87014113, 46.3614813 ]), array([47.70038915, 48.86169595, 47.41422066, 47.94310029, 47.54422384,
       41.63557403]), array([49.9803474]), array([45.50163486, 46.85452847, 35.56062524, 33.21296333, 44.12755513])]"
24,0.972,14,"[array([49.96305421]), array([30.96463241]), array([49.58454657, 48.71598646, 28.8857248 ]), array([48.00460328, 39.50216901, 42.26919267, 48.90298054]), array([46.58182085, 34.27041438, 47.15820282, 47.52287451, 48.94641827])]"
26,0.944,28,"[array([35.99267041, 16.39550081, 49.4658118 , 47.80445654, 39.64713436,
       20.82671954, 49.16498452]), array([47.55696773, 48.3042652 , 48.98166557, 49.74908914, 48.22090252,
       42.98728333]), array([48.65405595, 48.82703384, 49.19009491, 46.35971705, 40.66076245,
       48.85546093]), array([45.3627727 , 49.34377837, 49.65323075]), array([48.97219254, 40.78972949, 41.88169718, 24.47563838, 45.31075646,
       49.31316986])]"
28,0.978,11,"[array([49.87924535, 48.63046765]), array([46.84382987, 48.02991111, 45.01466787]), array([49.60366762, 45.45969408]), array([44.94698357]), array([49.52947996, 25.39971854, 49.27140317])]"
30,0.964,18,"[array([46.95985189, 45.17043695]), array([49.75776855, 49.77733366, 49.8267291 ]), array([46.74318175, 48.52668201, 47.1132659 , 49.02014831]), array([49.77213223, 43.65188165, 49.89703298, 35.89910944]), array([48.64720351, 49.77499954, 47.51708292, 46.54150658, 49.92111048])]"
32,0.976,12,"[array([46.6008099]), array([ 2.58852448, 10.341561  , 49.21550598]), array([], dtype=float64), array([48.53599829, 49.94149873]), array([48.22773683, 43.59020691, 30.02675547, 49.0368405 , 44.32118918,
       48.96075976])]"
34,0.984,8,"[array([], dtype=float64), array([49.26683825, 49.97607794]), array([49.82764921, 48.63383067]), array([48.32128233, 49.59628183]), array([49.58580685, 49.97466798])]"
36,0.984,8,"[array([48.37064447, 49.86146764, 49.21171475]), array([49.54648461]), array([49.14841188]), array([47.8061002]), array([47.87833929, 49.44016769])]"
38,0.986,7,"[array([46.40651654, 49.51816925, 49.66607841]), array([49.63614756, 49.90732061]), array([48.61529269]), array([], dtype=float64), array([49.98263335])]"
40,0.986,7,"[array([47.45134747, 49.73177393, 49.87142897]), array([43.18886387]), array([], dtype=float64), array([48.17300887, 49.90411833]), array([48.05471511])]"
42,0.98,10,"[array([49.91531679]), array([46.83267918]), array([49.77332869, 49.96887607, 45.11553376, 49.96644344]), array([46.92926887]), array([49.02436129, 20.83869871, 46.46400696])]"
44,0.994,3,"[array([], dtype=float64), array([43.60428824]), array([49.20981601]), array([], dtype=float64), array([46.01754873])]"
46,0.986,7,"[array([], dtype=float64), array([], dtype=float64), array([49.9161085 , 48.79085591, 47.08531201]), array([49.79287319, 49.69025586]), array([47.34508864, 46.76832242])]"
48,0.988,6,"[array([], dtype=float64), array([30.5320684]), array([], dtype=float64), array([49.93599765, 48.09089819, 47.80516645, 48.0069155 ]), array([48.65030171])]"
50,0.992,4,"[array([49.61008832, 46.22819959]), array([49.91488125]), array([], dtype=float64), array([], dtype=float64), array([49.99420282])]"
52,0.996,2,"[array([49.07488291]), array([], dtype=float64), array([47.43860669]), array([], dtype=float64), array([], dtype=float64)]"
54,0.994,3,"[array([], dtype=float64), array([49.94754353]), array([], dtype=float64), array([39.26034799]), array([47.31072819])]"
56,0.992,4,"[array([], dtype=float64), array([47.94470899, 48.277466  ]), array([49.02136786, 49.91021301]), array([], dtype=float64), array([], dtype=float64)]"
58,0.994,3,"[array([], dtype=float64), array([], dtype=float64), array([49.34474976]), array([49.58068741, 47.8839823 ]), array([], dtype=float64)]"
60,0.994,3,"[array([], dtype=float64), array([], dtype=float64), array([49.98769993]), array([49.25773739]), array([49.83249401])]"
62,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([47.47639857]), array([], dtype=float64), array([49.48769011])]"
64,0.994,3,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.58516139, 49.84814864]), array([25.51716198])]"
66,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
68,0.996,2,"[array([48.34831374]), array([], dtype=float64), array([], dtype=float64), array([49.01436209]), array([], dtype=float64)]"
70,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([49.86830266]), array([49.7785405]), array([], dtype=float64)]"
72,0.992,4,"[array([], dtype=float64), array([49.71699588]), array([49.81551878, 48.95444138]), array([], dtype=float64), array([49.80651746])]"
74,0.992,4,"[array([49.90339098, 49.48526975]), array([], dtype=float64), array([], dtype=float64), array([46.39009156, 47.91837808]), array([], dtype=float64)]"
76,0.994,3,"[array([], dtype=float64), array([49.81626618]), array([49.99883698]), array([], dtype=float64), array([49.84184731])]"
78,0.992,4,"[array([48.32372026]), array([49.53677363]), array([49.649905  , 46.91126663]), array([], dtype=float64), array([], dtype=float64)]"
80,0.996,2,"[array([], dtype=float64), array([49.67347069]), array([49.84852765]), array([], dtype=float64), array([], dtype=float64)]"
82,0.99,5,"[array([47.14515518]), array([49.33889271]), array([49.63896608, 49.84356799]), array([], dtype=float64), array([48.98191114])]"
84,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([43.59901195]), array([49.66935581]), array([], dtype=float64)]"
86,0.992,4,"[array([49.28755852, 48.11843584, 47.9990938 ]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([48.52279405])]"
88,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([49.73871564]), array([48.15315989]), array([], dtype=float64)]"
90,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
92,0.992,4,"[array([49.93229675, 49.11618051]), array([], dtype=float64), array([], dtype=float64), array([49.85112022, 49.49571514]), array([], dtype=float64)]"
94,0.992,4,"[array([49.11260945, 45.40526173]), array([49.42378381]), array([], dtype=float64), array([], dtype=float64), array([49.64521131])]"
96,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([44.98193919, 49.95254789]), array([], dtype=float64)]"
98,0.994,3,"[array([48.54111333]), array([48.68374664]), array([49.20046517]), array([], dtype=float64), array([], dtype=float64)]"
100,0.992,4,"[array([48.75603798]), array([48.36185978]), array([], dtype=float64), array([], dtype=float64), array([49.66139213, 49.44187103])]"
102,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.95018057]), array([49.69002233])]"
104,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([49.95077486]), array([49.11305559]), array([], dtype=float64)]"
106,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([49.85619882]), array([], dtype=float64), array([], dtype=float64)]"
108,0.984,8,"[array([49.15421664, 48.32914509]), array([], dtype=float64), array([49.6530294 , 44.2626128 , 49.63673386]), array([49.56560664]), array([49.89003388, 46.70501019])]"
110,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
112,0.996,2,"[array([48.92194554]), array([49.73371449]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
114,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([48.96533123])]"
116,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([48.92673649]), array([], dtype=float64)]"
118,0.992,4,"[array([], dtype=float64), array([49.42330399]), array([49.92121927]), array([], dtype=float64), array([49.95960845, 48.26914537])]"
120,0.996,2,"[array([49.04243748]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([48.55703931])]"
122,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
124,0.994,3,"[array([48.85086743]), array([], dtype=float64), array([48.54718666]), array([], dtype=float64), array([49.11224583])]"
126,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([48.43423626])]"
128,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
130,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([49.0719089]), array([], dtype=float64), array([49.18973003])]"
132,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
134,0.994,3,"[array([48.03936539]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.68283652, 49.23701538])]"
136,0.992,4,"[array([49.91145081]), array([49.66242301]), array([49.29972394, 49.24133329]), array([], dtype=float64), array([], dtype=float64)]"
138,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
140,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.32778692]), array([49.62714819])]"
142,0.994,3,"[array([], dtype=float64), array([49.23749115]), array([48.78614449]), array([], dtype=float64), array([49.93041518])]"
144,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.86440656]), array([48.44691935])]"
146,0.998,1,"[array([49.71800225]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
148,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
150,0.998,1,"[array([], dtype=float64), array([49.61595068]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
152,0.996,2,"[array([], dtype=float64), array([49.91592225]), array([], dtype=float64), array([48.44825296]), array([], dtype=float64)]"
154,0.996,2,"[array([], dtype=float64), array([49.86027873]), array([], dtype=float64), array([49.22566508]), array([], dtype=float64)]"
156,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.83874673]), array([], dtype=float64)]"
158,0.998,1,"[array([], dtype=float64), array([47.56592737]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
160,0.996,2,"[array([49.47460515]), array([], dtype=float64), array([], dtype=float64), array([49.85695731]), array([], dtype=float64)]"
162,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
164,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([48.64123145]), array([42.23420312]), array([], dtype=float64)]"
166,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
168,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
170,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
172,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
174,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
176,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
178,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
180,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
