angles,ipr,los_count,distance_cpa
0,0.954,23,"[array([48.55126066, 48.56894337, 48.91641943, 48.56627194, 49.7469914 ,
       47.62813624, 48.35323741, 48.56672766, 49.84743787, 48.56628266,
       48.55721468, 47.63283099, 48.72910396, 47.86830416, 48.05068771,
       47.87815461, 48.56582858]), array([48.15740142, 47.76738352, 48.48227511]), array([47.78207672]), array([], dtype=float64), array([48.54190769, 48.57697752])]"
2,0.972,14,"[array([48.24078343]), array([47.36516   , 46.43168682, 45.55406511]), array([46.08649079, 49.62716113, 47.9424503 ]), array([47.46989935, 47.20971762, 48.67974848]), array([47.27493136, 46.79082981, 48.28515587, 48.9717456 ])]"
4,0.954,23,"[array([49.52266261, 48.31945799, 48.95865962, 48.02728608, 48.29183118]), array([48.44989278, 48.66154122, 46.94164817, 48.82684991]), array([49.14628828, 46.89259889, 49.27121042, 49.08369423]), array([47.53345391, 48.81235343, 49.75011313, 49.49203184, 49.96581206,
       49.30303378, 48.64033308]), array([48.62316798, 48.23472267, 48.59224309])]"
6,0.97,15,"[array([48.73397707, 48.92324524]), array([49.62491867, 49.56102123, 49.65277472, 49.98143286]), array([49.52783787, 47.94111797]), array([49.10904527, 49.94104927, 49.92751101, 49.13293474, 49.48567566]), array([49.62153577, 49.70951339])]"
8,0.982,9,"[array([47.80630007, 49.01090747]), array([44.34440259, 48.95686956, 44.75064955]), array([47.72081638]), array([48.90834004, 48.18769905]), array([49.13653923])]"
10,0.938,31,"[array([49.75177003, 47.20151739, 48.47597057, 49.69001717, 47.1179436 ,
       48.48825004, 49.92817758]), array([49.6734641 , 48.05099836, 49.06016057, 49.84697371, 49.70792065,
       49.73392677, 49.71560856, 45.33870104, 46.07048255, 49.54123879,
       48.19947804]), array([42.80061153, 48.24097658, 49.37903539, 48.63433675, 48.22784151,
       34.43025495]), array([47.04651862, 49.97113892]), array([49.9608711 , 49.81242232, 24.68498796, 49.60364394, 49.57245167])]"
12,0.95,25,"[array([49.37520591, 49.3739969 , 48.53597379]), array([44.81194262, 49.05338669, 29.43771619, 49.06658178, 47.87419456,
       44.9037908 , 48.3912015 , 47.32513503, 46.24675369]), array([46.7127132 , 47.4245219 , 49.31648283, 48.37716961, 47.83904256]), array([48.86538867, 38.638304  , 47.90118601, 47.30108423]), array([17.90462574, 48.40681578, 48.14178689, 30.90707351])]"
14,0.914,43,"[array([48.24878381, 40.56626366, 47.76260369, 48.8104792 , 47.53223002,
       48.43012161]), array([48.12125532, 47.73041308, 48.32450608, 42.92870236, 47.4706005 ,
       48.26591425, 47.84366146, 47.72983849, 48.38936341, 48.95148737,
       49.29036013, 47.64840907]), array([47.66199769, 47.76322767, 37.93412299, 48.79046354, 47.33536078,
       48.69564867, 49.1461327 , 49.87233926, 49.14490976, 49.21675369,
       42.07273282, 48.21925767]), array([36.09431269, 48.6658615 , 47.71907363, 48.18479834, 48.19115402,
       46.93216111, 49.14672068]), array([48.45283899, 48.16815248, 41.06696007, 48.14486429, 48.23509216,
       48.16456567])]"
16,0.868,66,"[array([48.2981022 , 47.37013707, 47.51703917, 47.84693177, 48.60626227,
       46.99860177, 47.86021668]), array([49.55111945, 49.08717569, 48.70318828, 48.05997997, 40.22206206,
       47.2875088 , 46.58043364, 47.20691   , 48.1000191 , 48.58324632,
       48.01660723, 49.55494261, 46.93147236, 48.58310778, 47.41305502,
       47.75981781, 49.15080649]), array([47.59422223, 48.0276605 , 46.65102378, 46.10844843, 49.69757713,
        2.61221461, 47.08973771, 49.06317343, 48.26859666, 49.98500158,
       39.68533091, 48.56036414]), array([49.50625791, 49.89806711, 49.95518772, 48.01098804, 48.2463528 ,
       46.50917937, 49.50701843, 49.95423683, 48.53786947, 48.01772487,
       49.0390456 , 49.52112433, 49.95744877, 49.035826  ]), array([45.90786778, 49.48542755, 49.93620097, 49.01352811, 47.80897322,
       48.66825288, 46.92584775, 47.73976162, 47.11433736, 49.09624359,
       49.96361092, 47.89134508, 47.37985411, 48.02148072, 48.27000887,
       48.51706272])]"
18,0.87,65,"[array([48.74421778, 44.66923616, 48.19205969, 48.50037406, 48.09266747,
       49.69398588, 45.87062855, 48.89554674, 48.10544953, 49.07198608,
       48.22571895, 47.62902855]), array([48.73289837, 48.85976785, 48.19500963, 49.20957201, 47.64820474,
       48.09848311, 47.5927582 , 47.85709186, 40.59624505, 48.46971701]), array([47.24025618, 48.46778288, 48.22549606, 47.13103777, 48.50785078,
       49.65110814, 30.06668687, 48.16405021, 48.82750633, 49.64960494,
       48.17810688, 49.35946048, 47.62425111, 48.70059389, 49.65418238,
       47.70303732, 46.10859525]), array([48.36034501, 48.67700935, 48.18849241, 47.86455766, 49.16416785,
       26.84475211, 48.6740393 , 49.16349666, 47.3663299 , 42.3042192 ,
       47.49676442, 41.49045887]), array([49.14281337, 47.57617322, 48.17702019, 48.6513815 , 48.86855671,
       49.14134808, 49.60382906, 48.34600515, 48.33315799, 47.57606628,
        0.17581738, 48.70545229, 48.19263948, 49.60545838])]"
