angles,ipr,los_count,distance_cpa
20,0.952,24,"[array([49.41514434, 46.74973435, 46.19476216, 49.82060142, 49.11798294]), array([48.13858291, 49.08547116, 49.09348224]), array([46.36820282, 49.88977055, 49.62205356, 49.94828438]), array([41.04497043, 49.99199292, 31.89865906, 48.08853315, 49.89133378,
       46.5949732 ]), array([47.09485   , 46.08838239, 49.42551904, 48.64626497, 49.06714835,
       48.60806847])]"
22,0.98,10,"[array([49.99246953]), array([49.74056782, 49.72819261, 48.04835081, 49.01324006]), array([48.40633906, 39.5361379 ]), array([49.04518072]), array([49.98099041, 49.04781211])]"
24,0.942,29,"[array([49.57485196, 49.97247957, 49.98119864, 46.29225915, 43.91453139,
       49.74415653]), array([48.86815386, 49.07130234, 49.63608072, 48.3924135 ]), array([48.31570974, 44.94360365, 47.82825233, 48.16375402, 49.86366879]), array([48.53445955, 48.39633562, 49.61922425, 48.4706718 , 49.33946195,
       49.13446355, 47.72504039, 49.79037589, 48.89237976]), array([48.65372014, 49.29791915, 49.8395261 , 49.74353782, 47.34291194])]"
26,0.948,26,"[array([48.42017089, 49.92780471, 41.78045359, 49.47542278, 49.46491966,
       49.03161168]), array([49.40722297, 49.82171896, 49.75573313, 45.3433063 , 49.88396326]), array([49.92849602, 48.9006677 , 47.63169684, 49.99278871, 49.93625099,
       49.71644087]), array([48.60916175, 49.28278015, 49.44180426, 49.27031081]), array([49.78287653, 48.62102671, 49.65795525, 48.84914877, 49.99859809])]"
28,0.93,35,"[array([49.11270576, 47.92437154, 49.76531175, 49.98355873, 49.44801085,
       49.59625471, 49.99918639, 48.43142454]), array([49.99825137, 49.63394886, 49.67449405, 49.58507898, 49.96764773]), array([48.48829691, 49.64833024, 46.37333973, 47.49242173, 49.50861822,
       48.39395942, 49.84908347, 49.54219532, 49.65744939]), array([49.56470952, 49.98839443, 49.79107099, 48.65771214, 49.63681654,
       49.63170015, 49.87393709, 49.98283552]), array([49.99857551, 44.18598954, 49.93727636, 48.25892345, 48.27146352])]"
30,0.964,18,"[array([49.83316996, 49.96770925]), array([49.11549711, 49.77867848, 49.18630421, 49.91130997]), array([49.78974116, 49.31352872, 49.9816524 , 48.27800917]), array([49.63928464, 49.93387417, 49.07869878, 49.88489812]), array([49.21761503, 49.45365232, 49.24016038, 25.42719633])]"
32,0.946,27,"[array([49.93466132, 49.92531861, 48.79118305, 48.83124451, 49.92404974,
       48.08474677]), array([49.74456227, 49.86503009, 49.73606396, 49.80081232, 49.75803806,
       49.66977234, 49.9693043 , 49.34554842, 48.86220837]), array([45.97080002, 49.53505857, 49.55041267]), array([49.40300492, 47.75159835, 46.85644241]), array([48.91360089, 49.87933734, 49.79147814, 49.95176865, 49.84268424,
       49.85895328])]"
34,0.956,22,"[array([49.62418986, 49.41556533, 49.91788976, 49.35235511, 49.80635022]), array([49.39931045, 49.98711575, 48.8642959 , 49.35385537]), array([49.94951493, 49.97680469, 47.45721376, 49.25253849]), array([45.12283377, 49.93689028, 49.92895244]), array([49.96071245, 48.81518774, 49.72336992, 49.91094709, 49.50742227,
       49.93205193])]"
36,0.97,15,"[array([49.52102294]), array([49.5056097 , 49.99517674, 49.42601174]), array([49.83430822, 48.41637378, 37.57761817]), array([49.77668114, 44.32821729, 49.60090406]), array([49.18492181, 49.59145425, 49.89171828, 49.84964218, 49.85186047])]"
38,0.974,13,"[array([49.92423372, 49.87897877, 49.99053657]), array([49.80849623]), array([49.84884074]), array([49.86654318, 49.63026884, 49.55545182]), array([49.80529352, 44.82813116, 49.70261277, 49.77735375, 49.63919591])]"
40,0.972,14,"[array([49.04616628]), array([47.94726924, 48.75189892, 49.13508819, 49.75374601]), array([49.80226927, 49.8400521 , 49.9530629 , 49.83315215]), array([49.98723437, 49.07041783, 49.98769614, 49.55857667]), array([49.5867705])]"
42,0.992,4,"[array([49.94570455]), array([49.96602997]), array([49.99869995]), array([], dtype=float64), array([49.04536144])]"
44,0.998,1,"[array([], dtype=float64), array([49.90873531]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
46,0.998,1,"[array([47.86180153]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
48,0.994,3,"[array([], dtype=float64), array([], dtype=float64), array([49.29142608]), array([49.61090206, 49.35649299]), array([], dtype=float64)]"
50,0.996,2,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.4131913]), array([49.81812658])]"
52,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
54,0.998,1,"[array([], dtype=float64), array([49.88114402]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
56,0.998,1,"[array([], dtype=float64), array([49.76741548]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
58,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
60,0.998,1,"[array([], dtype=float64), array([], dtype=float64), array([49.66486784]), array([], dtype=float64), array([], dtype=float64)]"
62,0.998,1,"[array([49.86994413]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
64,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
66,0.996,2,"[array([49.95272684]), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([49.41786986])]"
68,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
70,0.988,6,"[array([], dtype=float64), array([49.92427149, 49.90648844]), array([49.70682759, 49.97495483]), array([], dtype=float64), array([49.31537746, 49.15361866])]"
72,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
74,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
76,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
78,1.0,0,"[array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64), array([], dtype=float64)]"
